ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
iDR3.SPLUS-s27s34.042191,53.9723462573528,-34.56348699126692,0.4590803,0.7145436,3.503162,"[1.6857364,4.273205,7.1929317,2.9896646]",4.48149,1,9.568513,18.292542,1.4143224,23.131603,2.1273687,23.244232,2.1124432,21.688301,0.9125121,99.0,20.80195,23.408287,3.6779966,22.301292,0.8166079,99.0,20.941126,21.773897,0.45427158,22.390522,21.923685,24.73871,7.659537,21.146433,0.32440537,21.634218,1.1066973,21.11606,0.58907413
iDR3.SPLUS-s27s34.042225,55.05146139730072,-34.17523414793153,0.053079773,0.47259343,1.8960704,"[1.2895241,2.1750348,3.0872207,5.624488]",6.0135627,7,6.5144806,17.978825,2.0165026,99.0,21.470964,99.0,21.615349,21.395586,0.8610855,24.270306,11.207259,99.0,21.161001,21.743536,0.65986574,99.0,20.941126,21.45286,0.44777262,21.597363,21.27643,21.152782,0.37538224,20.952915,0.3629221,20.195652,0.38917223,20.539946,0.45734203
iDR3.SPLUS-s27s34.042238,53.784966092193955,-34.52471317667699,0.019546472,0.047927856,1.0503405,"[1.0375594,1.746757,2.3838408,3.747097]",7.3611856,7,7.3669405,17.910822,1.262382,99.0,21.470964,21.36088,0.4613533,22.605013,2.5880592,22.963554,3.123348,99.0,21.161001,21.83622,0.66654086,22.776682,3.2846465,21.92551,0.6474192,21.56359,21.424772,21.089008,0.3317839,21.025108,0.3642069,21.398336,1.1182144,20.279903,0.34282544
iDR3.SPLUS-s27s34.042248,54.373145333234426,-34.527895375814445,0.060670543,0.13993955,1.1627089,"[1.5177215,2.7538702,3.7460213,8.510076]",4.7680955,8,6.663863,17.858292,1.7149304,21.615318,0.793542,22.399982,1.4614446,20.227736,0.36008513,99.0,20.80195,21.444672,0.9025606,21.799713,0.76729137,21.453682,1.1585217,20.903946,0.30542383,20.989367,20.885824,21.456158,0.55963737,20.115309,0.18694933,20.490528,0.57432127,20.37323,0.44186497
iDR3.SPLUS-s27s34.042259,54.6094665866652,-34.56515517170809,0.2644951,0.2298562,1.2984588,"[1.2425185,2.4701204,4.2691,7.5285482]",4.437505,17,6.511455,17.15872,1.8895764,21.795177,0.9360241,99.0,21.615349,99.0,20.651947,99.0,20.80195,21.019058,0.6159985,21.291874,0.48491806,20.335606,0.41853297,20.506006,0.21296498,20.805784,20.645617,20.237467,0.183995,19.812355,0.14257443,19.654083,0.26812345,19.193552,0.15047272
iDR3.SPLUS-s27s34.042290,53.46069234242708,-34.56281485775532,0.06907371,0.18515092,1.2272211,"[1.606404,2.75773,5.3086963,8.1893215]",7.9589777,6,6.519469,18.153425,1.4743841,22.001232,0.8613786,99.0,21.615349,25.294117,28.689669,23.757755,6.3187203,22.336372,1.6752555,22.321451,1.0145149,99.0,20.941126,21.335102,0.36221117,21.581295,21.47747,21.283821,0.38154048,20.400677,0.1984826,20.211088,0.3602697,20.25306,0.32058826
iDR3.SPLUS-s27s34.000218,53.73596982438953,-35.57409090260334,2.1778658E-4,0.09192377,1.1012292,"[1.7374735,3.370197,4.623993,6.5570726]",8.308516,40,6.9057984,17.31527,2.7936907,99.0,21.470964,21.698195,1.2450929,20.403234,0.68190205,20.098196,0.46455738,99.0,21.161001,22.428543,2.379753,19.72713,0.41174638,19.82665,0.19122611,20.201168,19.832088,19.935356,0.2332379,19.102095,0.1268587,18.42972,0.14944589,18.743141,0.170581
iDR3.SPLUS-s27s34.042309,54.40605417514011,-34.538297678884646,0.043094017,0.62024903,2.633305,"[1.3293724,2.5724788,3.2984273,4.1578445]",7.6972604,6,6.586038,18.227612,2.089276,99.0,21.470964,99.0,21.615349,23.288385,4.7700663,23.64799,5.575876,21.763905,0.96768826,22.09651,0.8054427,99.0,20.941126,21.66154,0.4893726,21.684946,22.172573,22.4398,1.1041045,21.250345,0.42241606,22.087383,1.9869113,20.356075,0.34666598
iDR3.SPLUS-s27s34.042320,53.79827086089172,-34.56467619467091,0.009821739,0.11773425,1.1334454,"[1.3322458,2.565122,3.3747644,4.3077025]",9.220234,9,6.5354724,18.025927,1.7886487,21.086514,0.48796245,21.333637,0.54970807,21.756527,1.4545205,99.0,20.80195,21.539865,1.0120673,21.254538,0.47787952,20.59347,0.5405321,20.896921,0.30860853,21.109371,20.906748,20.796036,0.31061184,20.623568,0.30807096,21.091219,1.0324013,20.116713,0.36121628
iDR3.SPLUS-s27s34.000228,53.72331406798047,-35.57329992340478,0.45546025,0.1167081,1.1321286,"[1.6515551,2.634127,3.4827967,6.049367]",9.948848,2,6.858103,18.251238,1.7676711,22.51933,1.8335195,22.062729,1.0790482,23.246517,5.7629232,23.491585,6.5062327,22.766254,3.2690005,23.497532,3.9384427,99.0,20.941126,21.631863,0.6222032,22.058535,22.352268,20.942072,0.36454314,20.967358,0.4359587,19.975674,0.38294968,20.00356,0.3365732
iDR3.SPLUS-s27s34.042323,54.965454485033526,-34.2188439627995,0.0015406536,0.2629714,1.3567995,"[,2.328653,5.305487,7.9460325,13.601731]",10.353853,30,7.225281,17.33366,2.952933,20.963692,0.71002257,20.375961,0.37130228,20.556192,0.7867117,19.81588,0.35570943,21.219858,1.2623653,19.638126,0.1813372,19.838333,0.4520227,19.065153,0.09545737,20.018559,19.066525,19.245102,0.124263406,19.337805,0.15725447,18.5192,0.16038425,19.196413,0.25579157
iDR3.SPLUS-s27s34.042345,54.776818914755566,-34.52776819152029,0.058174614,0.6200778,2.6321177,"[1.6569679,3.3159492,4.3327827,7.94694]",9.895875,5,6.645001,17.931995,2.6810157,21.280666,0.5778985,21.915846,0.92818785,99.0,20.651947,21.86246,1.3682733,20.631905,0.4343964,99.0,21.81472,20.795824,0.6408601,20.671118,0.24676538,21.379528,20.953444,21.259325,0.46719953,20.649872,0.30862826,19.434877,0.2205385,20.247635,0.39808202
iDR3.SPLUS-s27s34.042347,53.48289032927492,-34.210987855564134,0.03539711,0.14306909,1.1669552,"[1.4136496,2.8420205,3.7896855,9.385343]",8.628271,9,6.6702304,17.944408,1.6275536,99.0,21.470964,21.242943,0.44808468,22.73459,3.1582758,20.93587,0.55755186,23.304781,4.8009953,99.0,21.81472,99.0,20.941126,21.281881,0.40477476,21.327488,21.130713,22.632313,1.5455899,20.527956,0.2627697,20.788025,0.7152522,19.566439,0.19958779
iDR3.SPLUS-s27s34.042358,54.14659515210504,-34.565340127939685,0.42340842,0.25057822,1.3343621,"[1.1140168,2.3144934,3.6432862,5.1680512]",6.592664,7,7.9201946,17.807781,1.5315694,22.615185,1.976063,21.135931,0.45629779,20.476336,0.44832426,99.0,20.80195,99.0,21.161001,22.993896,2.2877839,21.370771,1.0670372,20.559362,0.22102171,21.176844,21.367926,21.548227,0.60429573,20.3616,0.23216422,19.741617,0.28630635,20.321402,0.4175405
iDR3.SPLUS-s27s34.042361,54.043256535889924,-34.17796833340038,0.057402432,0.45564067,1.837022,"[,2.4071972,6.1094513,8.577443,11.773264]",9.288157,5,8.469865,18.205606,2.1029446,22.334839,1.7775003,21.461288,0.7134714,21.200008,1.0089988,20.311115,0.4118411,20.11442,0.3370705,21.100595,0.50966203,19.547205,0.25451353,20.189938,0.19614424,21.433285,20.9492,20.467379,0.2792381,19.655104,0.15325539,20.088688,0.4916267,20.30867,0.51581717
iDR3.SPLUS-s27s34.042387,53.6240590009332,-34.55849821413445,0.36623004,0.507444,2.0302262,"[1.9090765,3.2280414,5.8036613,7.3493]",6.9014573,1,8.800644,18.379202,1.6465039,99.0,21.470964,20.915255,0.3447782,99.0,20.651947,21.981064,1.4334853,20.150875,0.2640089,21.485203,0.54645914,99.0,20.941126,21.057934,0.32936516,21.514624,21.142843,21.618053,0.607931,22.409807,1.4718089,21.854845,1.9251906,20.742281,0.5930585
iDR3.SPLUS-s27s34.042390,54.42987305413467,-34.56560674342257,0.060771704,0.2934264,1.4152807,"[0.9553724,1.8569431,2.9481795,5.903824]",4.9152665,3,7.795278,18.35079,0.98397064,22.546482,1.1501069,99.0,21.615349,22.971718,2.7384536,22.090324,1.0255007,21.903141,0.84637624,23.308105,1.8840537,99.0,20.941126,21.227152,0.2529667,21.457024,21.194345,21.905907,0.5197382,21.511534,0.4126416,21.016634,0.57042193,23.48536,4.7350655
iDR3.SPLUS-s27s34.042393,54.36214459460588,-34.17782105737052,0.45984116,0.25367296,1.3398951,"[1.4724014,3.3393679,5.4140515,6.568153]",6.89561,2,8.152793,18.427029,1.3364775,21.130764,0.42039388,22.490038,1.3115758,21.109373,0.6655625,99.0,20.80195,21.558174,0.9044585,22.705086,1.5920268,20.446178,0.41517583,21.157772,0.34153587,21.92438,21.136673,20.715633,0.25156093,20.931164,0.35403222,20.581512,0.55376893,20.262964,0.3540796
iDR3.SPLUS-s27s34.009917,53.589812846558274,-35.252953840037904,0.042051967,0.35487467,1.5500864,"[1.0585198,1.9799448,3.2325773,4.3334823]",5.753324,5,8.7260475,18.196857,1.2020661,99.0,21.470964,23.643322,3.4416316,21.993425,1.3604803,20.654684,0.358138,21.9991,1.1956893,23.007917,1.8548539,22.104692,1.6774787,21.637968,0.4678208,21.880001,21.582733,21.968195,0.699266,21.119192,0.37307912,21.187342,0.8634003,20.202164,0.29927677
iDR3.SPLUS-s27s34.009935,53.5439277161445,-35.25187086417856,0.46453732,0.64843184,2.8443985,"[1.020456,2.36321,3.8940773,5.1629944]",4.484898,2,7.0320864,18.2395,1.2753685,21.72057,0.41659692,21.442396,0.29451904,23.583591,3.7019703,22.161032,0.8984641,22.04422,0.790975,22.740963,0.91639215,22.711971,1.8514475,21.491652,0.2594699,21.616032,21.485212,21.750076,0.36279508,22.493141,0.8326707,99.0,20.858423,21.547302,0.6505678
iDR3.SPLUS-s27s34.000236,53.47541575765163,-35.5719076032369,1.4847028E-4,0.4526562,1.8270054,"[1.7839067,3.8990755,6.4248905,9.472865]",7.702942,27,7.107723,17.353743,2.978532,21.401325,0.8933766,21.425524,0.8181005,21.3586,1.3834505,99.0,20.80195,19.546091,0.23867284,21.355469,0.7678883,20.022177,0.46803275,19.7577,0.15526092,20.3402,19.737782,19.640188,0.1539686,19.254316,0.126524,18.464378,0.13271259,18.522915,0.11978838
iDR3.SPLUS-s27s34.042402,53.48811435968146,-34.56396379193823,0.12166153,0.344943,1.5265846,"[1.9320228,4.324684,5.5080614,6.7872233]",6.4204564,3,9.916138,18.432219,1.3293048,99.0,21.470964,99.0,21.615349,23.122528,4.7928267,20.644577,0.44737214,21.912851,1.3987728,21.107508,0.40982533,21.992949,1.9186724,20.949734,0.31318888,21.844091,21.478834,23.347054,3.132092,20.294483,0.22157973,99.0,20.858423,22.510752,3.154128
iDR3.SPLUS-s27s34.000254,53.750279317271,-35.57200976561525,0.25750557,0.44042706,1.7870771,"[1.4253905,3.2156918,4.715976,8.201168]",7.3448334,2,8.438209,18.356697,1.6430106,22.16558,1.208608,21.734648,0.7296368,99.0,20.651947,99.0,20.80195,20.849312,0.51430947,22.088575,0.9827997,99.0,20.941126,21.92359,0.74258447,24.958776,99.0,22.851353,1.9238794,21.346418,0.56377363,99.0,20.858423,20.66312,0.56332123
iDR3.SPLUS-s27s34.042409,54.51582883915061,-34.51916685314329,0.36594316,0.61044383,2.567024,"[1.315891,2.5466816,3.4187925,6.0387406]",5.4229,1,8.530184,18.355867,1.4594202,99.0,21.470964,22.0298,0.7554907,99.0,20.651947,23.304771,3.6960814,99.0,21.161001,21.41762,0.39278898,22.180153,1.6408391,21.682976,0.4534683,21.843723,21.990221,24.537125,6.9074516,23.206003,2.3260682,99.0,20.858423,21.261623,0.7265051
iDR3.SPLUS-s27s34.042412,55.007585896316506,-34.2164447649065,0.44941527,0.45242888,1.8262467,"[1.4926407,3.281154,5.300785,6.8201203]",5.680971,2,8.835713,18.342663,1.2885939,21.729694,0.65564185,23.189411,2.2441359,22.600723,2.350477,22.409996,1.7650789,22.460524,1.810641,21.896435,0.6620204,23.884054,8.551909,21.868408,0.57324165,21.93055,22.32285,21.437798,0.42629033,20.845598,0.28848094,19.789463,0.2366282,20.602686,0.42688873
iDR3.SPLUS-s27s34.010003,54.937870558984265,-35.2500166160327,0.045004137,0.26997715,1.3698201,"[1.4531769,3.063069,4.9544544,7.9306116]",4.550323,16,6.5223875,17.432936,2.1002731,21.47322,0.71848613,99.0,21.615349,20.925037,0.7007887,99.0,20.80195,22.054138,1.7199667,22.121511,1.1239834,21.816706,1.7624824,20.404589,0.2060291,20.924425,20.40917,20.195047,0.18783537,19.803288,0.15180157,20.07912,0.4275773,19.017212,0.13822944
iDR3.SPLUS-s27s34.000258,53.46536334610257,-35.57049023123454,0.4536619,0.43600047,1.7730511,"[1.4188769,2.149592,2.659683,5.0785]",5.0453987,2,6.8269496,18.170279,1.6119076,21.264378,0.41566637,22.88013,1.6403824,22.44282,1.9742991,21.102016,0.5357028,99.0,21.161001,22.528492,1.1885613,24.64683,17.336542,22.315622,0.856878,21.992146,21.868753,20.874626,0.2524091,21.175137,0.3889397,22.008577,1.8118622,20.677713,0.4567729
iDR3.SPLUS-s27s34.042413,54.855025456546905,-34.524844304520265,0.30732843,0.25209886,1.3370751,"[1.2800379,2.3303015,3.5533028,4.530829]",7.1950965,5,6.9429665,17.972067,1.3924664,24.349407,7.4603653,20.863783,0.2747337,99.0,20.651947,99.0,20.80195,22.034561,1.2060378,99.0,21.81472,21.397118,0.8551001,21.398123,0.36945325,21.75151,21.813896,20.671715,0.2099512,21.837963,0.70596457,21.845919,1.5500511,20.049475,0.25491315
iDR3.SPLUS-s27s34.000294,53.94415587707658,-35.57132160420425,0.046864428,0.3979954,1.661117,"[1.405867,2.513838,5.7039056,4.798931]",6.34267,5,7.974378,18.02556,1.3700433,21.613781,0.5959056,22.678013,1.4186237,21.322948,0.7370088,21.620466,0.8575439,20.615038,0.33607906,23.137695,2.0762806,20.819595,0.512457,21.049204,0.27093157,21.583942,21.78643,21.282934,0.37053484,21.051178,0.34818158,20.125809,0.32556042,20.737104,0.48858732
iDR3.SPLUS-s27s34.042419,53.6313102331977,-34.17689445386562,0.34216604,0.27391773,1.3772544,"[1.436464,2.656055,3.970167,5.0598035]",5.4464164,3,6.96803,18.094404,1.5758482,99.0,21.470964,99.0,21.615349,22.724463,2.9144053,21.249958,0.6985322,21.94866,1.2972178,21.184172,0.39461508,22.092543,1.8860689,21.621502,0.5207657,21.561722,21.555876,21.232794,0.40241465,20.730804,0.29571852,20.137257,0.36858496,20.91965,0.6478942
iDR3.SPLUS-s27s34.010022,54.44235906662619,-35.25093238044143,0.35651654,0.2300939,1.2988597,"[1.6096313,2.918866,5.44034,6.427254]",4.6495323,5,7.2652,17.878954,1.5337585,21.469208,0.6065938,23.451365,3.3565326,22.34108,2.1765046,21.734392,1.0839074,99.0,21.161001,21.318054,0.44437638,20.615683,0.4841447,21.93702,0.7130326,21.380997,21.679543,20.629229,0.23723647,20.321726,0.20455995,20.94653,0.7947374,19.830667,0.24431922
iDR3.SPLUS-s27s34.010027,55.09603373389113,-35.24786374611687,0.3667501,0.019529283,1.0199182,"[0.9212205,2.0996125,3.0288734,3.0288734]",2.9176462,1,8.819041,18.416727,0.50481224,99.0,21.470964,21.650137,0.29163387,21.747082,0.564953,21.866682,0.5637894,99.0,21.161001,22.973372,0.92552876,22.261736,1.000001,21.669603,0.24827673,21.804914,21.692287,21.561157,0.24867341,21.860954,0.37784144,22.073881,1.0034695,23.03744,2.0851896
iDR3.SPLUS-s27s34.010048,54.95026258659351,-35.24815863964577,0.42546526,0.09321833,1.1028013,"[1.2019372,2.5692637,4.512044,6.3755317]",3.752919,10,7.6918874,17.486795,1.4179723,21.434135,0.6166084,99.0,21.615349,99.0,20.651947,20.848394,0.5178047,21.05032,0.60974467,21.215746,0.43484652,21.27021,0.94849485,20.877813,0.28288984,21.069862,20.883268,21.723501,0.678585,20.704466,0.30853793,20.146803,0.4047793,19.757408,0.24249612
iDR3.SPLUS-s27s34.000296,53.670599249671575,-35.57032992543395,0.3147324,0.25726163,1.3463691,"[1.6014665,3.3536417,6.002783,8.856018]",7.8727264,3,7.865168,18.19451,1.5276945,99.0,21.470964,22.041565,0.9668755,22.101887,1.8369929,99.0,20.80195,21.364706,0.82903814,22.733788,1.7903343,21.096634,0.82478106,21.05151,0.33407757,21.376846,21.12663,21.782501,0.72146636,20.337957,0.22456363,19.920383,0.3336115,19.593288,0.21160103
iDR3.SPLUS-s27s34.000341,54.913460187013,-35.568250901237455,0.44902113,0.038654983,1.0402093,"[1.009275,2.1075785,2.9075317,5.9758186]",2.288157,2,6.7820916,18.04395,0.9959698,22.901787,1.5308384,22.61302,1.0535676,99.0,20.651947,99.0,20.80195,21.297974,0.5054642,99.0,21.81472,21.590078,0.83651066,21.79469,0.42144138,21.915228,21.837185,22.607904,0.9811227,20.576967,0.17884593,20.292215,0.30260533,20.780165,0.40497375
iDR3.SPLUS-s27s34.010097,53.40348613635015,-35.2457420813053,0.0050487663,0.35337734,1.5464971,"[,1.795537,3.2664316,5.0151215,12.078175]",9.782703,21,7.003865,17.471088,2.1967905,20.48983,0.3056484,21.074492,0.46923774,20.213581,0.3836788,19.993105,0.28701535,21.031214,0.7249032,20.414106,0.2524192,19.874138,0.3192905,20.123772,0.17112847,20.603884,20.457956,20.073748,0.18053395,19.965332,0.19000536,20.179144,0.49957222,19.897522,0.33047372
iDR3.SPLUS-s27s34.010125,54.42863094371216,-35.2473469807575,0.36508465,0.45750588,1.8433379,"[1.5436848,3.2920928,5.0471435,9.721709]",3.9399543,2,8.200296,18.072647,1.6202849,21.407532,0.57227194,21.644241,0.6384845,22.430134,2.3581364,24.233953,10.770458,21.344944,0.7417975,21.375935,0.46784335,99.0,20.941126,22.27075,0.9674753,21.731106,21.718657,23.925837,4.896958,20.737995,0.29907748,20.956848,0.8009792,20.620022,0.50367993
iDR3.SPLUS-s27s34.010157,54.451982126707996,-35.24595180544097,0.4630455,0.54831535,2.213934,"[1.5736381,4.0682893,6.5016546,8.075298]",0.0,1,8.02895,18.440048,1.3458831,99.0,21.470964,21.899015,0.60890305,23.898663,6.84709,22.341002,1.4224932,22.742556,2.01349,21.54088,0.41018072,26.899784,117.887856,22.07999,0.61119705,24.229874,22.152786,21.43622,0.3739768,21.15911,0.3316597,21.382128,0.89127755,20.463041,0.32830393
iDR3.SPLUS-s27s34.042488,53.37099802586814,-34.176432127384466,0.34861407,0.21959072,1.281379,"[2.9176419,6.23343,6.23343,6.23343]",0.0,0,9.728712,18.469324,1.038905,23.833569,4.6161985,21.877478,0.68592215,20.59076,0.38089383,21.225086,0.646455,99.0,21.161001,99.0,21.81472,20.064947,0.27831143,21.263391,0.354446,21.858397,22.491032,21.043636,0.31998286,21.016651,0.36244038,99.0,20.858423,18.905762,0.0960316
iDR3.SPLUS-s27s34.042489,54.13177331741012,-34.1793659337261,0.008966151,0.20606357,1.2595466,"[1.5215174,2.6899412,3.5720754,5.5733027]",9.978627,9,7.5966053,18.084387,1.8700459,22.386799,1.7913959,20.643885,0.32507193,99.0,20.651947,20.835974,0.6396301,20.554193,0.48406845,20.708212,0.34157676,20.491953,0.5810892,20.505264,0.25167048,20.733538,20.909882,20.39417,0.25096297,20.232061,0.24994917,20.302866,0.57514256,23.10341,6.4932823
iDR3.SPLUS-s27s34.042503,53.711144651470036,-34.56547997333987,0.49146786,0.20744246,1.2617381,"[1.0324817,2.069659,3.2279408,5.637249]",6.6023984,5,6.956508,17.855806,1.2423497,99.0,21.470964,23.931198,4.17952,24.937075,18.987019,99.0,20.80195,99.0,21.161001,22.718586,1.2859004,99.0,20.941126,20.87695,0.21295576,21.36002,20.91122,22.017872,0.6684729,20.743652,0.24145441,20.764118,0.53574556,20.738626,0.44829816
iDR3.SPLUS-s27s34.042532,54.222067696648764,-34.56837986195985,0.39479133,0.021158278,1.0216156,"[1.25733,2.359355,3.4743555,6.232476]",6.2934413,2,7.0171585,18.271467,1.0661925,23.658009,3.5922318,21.577597,0.47876236,99.0,20.651947,21.109337,0.47248778,99.0,21.161001,22.646341,1.1573243,99.0,20.941126,21.926897,0.5405866,21.891272,21.747982,21.854097,0.5582171,20.77021,0.2358585,20.4949,0.39879242,20.744736,0.42944425
iDR3.SPLUS-s27s34.042533,53.95699256068367,-34.22061469068189,0.060088094,0.52819467,2.1195183,"[1.2056125,3.0578308,4.3985786,5.684496]",7.01458,5,7.765952,18.112005,1.7096146,21.88414,0.83864,21.532541,0.54595083,99.0,20.651947,99.0,20.80195,99.0,21.161001,22.548985,1.3204888,21.613134,1.1592838,21.032988,0.29256305,21.857264,22.613125,99.0,21.907152,21.874527,0.8092282,20.762316,0.6320366,20.767462,0.54417926
iDR3.SPLUS-s27s34.042540,54.53025228252199,-34.5683074704252,0.010150968,0.5303832,2.129396,"[1.4841101,2.4772766,3.0843804,3.906408]",7.2998524,13,6.7053475,17.569262,2.5931406,21.381458,0.71399426,24.896935,16.216255,99.0,20.651947,99.0,20.80195,21.394659,0.9619163,21.579473,0.6996252,20.81605,0.7199415,20.765953,0.29992235,21.447956,21.05331,20.888828,0.3705999,20.458784,0.28533813,19.520115,0.2624904,21.411375,1.2794802
iDR3.SPLUS-s27s34.042555,54.67935770363287,-34.56788105560635,0.01779726,0.24756277,1.3290145,"[1.4899956,3.6330557,5.869139,7.95044]",7.257062,11,8.156669,18.029453,1.4001055,22.68087,1.9195036,22.740833,1.8153564,99.0,20.651947,21.900513,1.2898297,99.0,21.161001,22.105011,0.93567455,99.0,20.941126,21.459896,0.46522152,21.989168,21.804182,21.414995,0.49280456,20.01345,0.15667617,19.441803,0.20196787,19.582167,0.19647628
iDR3.SPLUS-s27s34.042573,53.371146258055724,-34.17565563338462,0.45801458,0.40266383,1.6740992,"[2.002911,7.0745277,8.217742,8.217742]",6.315765,2,8.039089,18.25216,1.3696237,99.0,21.470964,22.117533,0.8176396,20.841166,0.45784578,20.393663,0.29088825,26.145775,55.807396,99.0,21.81472,20.385374,0.35686782,20.874573,0.23760113,21.58774,20.560873,21.835196,0.63266253,21.683268,0.6396296,99.0,20.858423,19.133366,0.11315079
iDR3.SPLUS-s27s34.042594,53.999909451817054,-34.53732713599653,0.35149398,0.29181367,1.4120578,"[1.2469475,2.8614175,5.232201,8.075438]",4.714807,6,6.6788473,17.88978,1.4160861,99.0,21.470964,20.838446,0.2627729,99.0,20.651947,22.06925,1.2264915,22.243208,1.4087607,22.416452,1.0137501,22.299374,1.8891644,21.974298,0.6095605,22.114365,21.86672,21.027292,0.2825536,20.561316,0.21186367,21.038502,0.71492827,19.809788,0.19830927
iDR3.SPLUS-s27s34.042631,53.58677764158331,-34.17685812165255,0.48765913,0.38039094,1.6139209,"[1.174711,2.011433,2.6383932,4.241599]",7.766532,7,7.025929,17.805725,1.6502327,23.80571,4.7331524,21.571825,0.54554003,22.388567,2.0698664,21.80545,1.1280216,21.08247,0.5701679,21.061295,0.34238496,99.0,20.941126,21.47321,0.44069692,22.005972,21.645037,20.44312,0.1895671,20.486517,0.2297717,20.228878,0.3888536,20.610804,0.4730088
